X,y
37.454011884736246,112.56178843842383
95.07143064099162,294.5368288945849
73.1993941811405,229.52890727640832
59.86584841970366,179.4540310788473
15.601864044243651,72.46333724417852
15.599452033620265,58.536685309978665
5.8083612168199465,12.512048678433354
86.61761457749351,273.41837981881883
60.11150117432088,177.5876868206894
70.80725777960456,227.29261937623818
2.0584494295802447,24.761304078814774
96.99098521619943,289.7661324650812
83.24426408004217,266.36655353256975
21.233911067827616,74.82954247284783
18.182496720710063,69.76809176207509
18.34045098534338,80.98928278256962
30.42422429595377,95.81879172783262
52.475643163223786,156.88956784609647
43.194501864211574,127.68836129637947
29.122914019804192,86.21063920975818
61.18528947223795,189.78485132257282
13.949386065204184,52.259677943778996
29.214464853521815,97.41030255386563
36.63618432936917,125.18038547846776
45.606998421703594,143.95101418388984
78.51759613930136,257.08812918947723
19.967378215835975,64.25556631512836
51.42344384136116,188.47202318997967
59.24145688620425,190.9810441362628
4.645041271999773,12.363548251836493
60.75448519014384,178.5545305898204
17.052412368729154,62.98196125861932
6.505159298527952,24.280850042325348
94.88855372533332,298.80566611692086
96.56320330745594,301.4219861681033
80.83973481164611,248.7909153083696
30.46137691733707,89.91619357132716
9.767211400638388,21.153161955056518
68.42330265121569,207.80475843297685
44.01524937396013,147.60973606511513
12.203823484477883,45.7524078947357
49.51769101112702,143.09568524626118
3.4388521115218396,19.04836559307734
90.9320402078782,283.64929442092296
25.87799816000169,75.79542011799374
66.2522284353982,207.29393636564987
31.171107608941096,101.09541001128328
52.00680211778108,151.59070337503698
54.67102793432797,174.5909574064667
18.485445552552704,68.06418192134046
96.95846277645586,308.70590076112035
77.51328233611146,250.0778675286834
93.9498941564189,275.07298878968584
89.48273504276489,266.06995472914343
59.78999788110851,191.52034631541213
92.18742350231169,288.7001300160572
8.84925020519195,38.698227478636326
19.59828624191452,104.32217363229077
4.522728891053807,26.27709178009309
32.53303307632643,115.95475563078529
38.8677289689482,133.1432045417766
27.134903177389592,94.91862204522675
82.87375091519293,252.46856029917532
35.67533266935893,121.61569021300946
28.093450968738075,83.55210076083851
54.26960831582485,167.44063888007446
14.092422497476264,44.42363201413776
80.21969807540397,248.47783562007513
7.455064367977082,52.51177877066633
98.68869366005173,284.3934290542377
77.22447692966574,245.53603269274237
19.87156815341724,50.4875457483552
0.5522117123602399,3.937316479186385
81.54614284548342,262.5279345061239
70.68573438476172,219.7000033452398
72.90071680409874,214.92470263300314
77.12703466859458,231.22806691318405
7.4044651734090365,36.00937300957387
35.84657285442726,107.23605224611042
11.586905952512971,43.92530375335866
86.31034258755935,266.38674616171613
62.329812682755794,187.47343457220921
33.08980248526492,127.708848349048
6.355835028602364,32.4066953089872
31.09823217156622,80.04327064812259
32.518332202674706,106.41953975571839
72.96061783380641,219.26398885373536
63.75574713552131,206.79157475452615
88.72127425763266,265.23861538857096
47.22149251619493,147.51711313391579
11.959424593830171,47.92814657129509
71.3244787222995,229.63098810859975
76.07850486168974,223.23255051451144
56.127719756949624,172.03814691243937
77.0967179954561,233.54070087475873
49.379559636439076,148.60538658358013
52.27328293819941,181.4743912174092
42.75410183585496,139.31212261717445
2.541912674409519,2.0168984798781047
10.789142699330444,48.546047568539095
3.142918568673425,37.65031767614661
63.64104112637804,208.24777598464559
31.435598107632668,86.11309466335787
50.85706911647028,154.7288666207483
90.7566473926093,291.9390536696941
24.929222914887493,74.71097408847467
41.038292303562976,134.5530711921512
75.55511385430486,241.41168209720797
22.879816549162246,66.37014493170591
7.697990982879299,29.498719388019897
28.9751452913768,61.51276247343967
16.122128725400444,45.122509762858435
92.96976523425731,283.38361418884034
80.8120379564417,236.9582820496766
63.34037565104234,213.3452399924434
87.14605901877177,254.13676327670896
80.36720768991145,243.7011782027645
18.657005888603585,64.27842343867167
89.25589984899777,289.1804324376545
53.93422419156507,154.44405106290083
80.74401551640625,260.86368407076833
89.60912999234932,275.9297205872438
31.800347497186387,92.58595598107965
11.005192452767677,44.63661210093574
22.793516254194166,77.3711457183172
42.71077886262563,129.13016781628895
81.80147659224932,253.10245062664814
86.07305832563435,261.36603900828544
0.6952130531190703,10.220812611869691
51.07473025775657,166.84549751848016
41.7411003148779,148.08346910608722
22.210781047073024,61.254188152950576
11.98653673336828,64.2899439466675
33.7615171403628,88.76367342586337
94.29097039125192,288.35506022339996
32.320293202075526,109.84405167107234
51.87906217433661,165.44710520036017
70.30189588951778,211.6786924703474
36.3629602379294,114.00765821021545
97.17820827209607,293.60461546969987
96.24472949421113,289.84054091319126
25.178229582536417,91.03070971781949
49.72485058923854,159.7447066273661
30.087830981676966,90.33439699242435
28.484049437746762,101.44814706757279
3.6886947354532795,21.139079415125934
60.956433397989684,197.99792138235864
50.26790232288615,164.09999538789458
5.147875124998935,14.153675265776084
27.864646423661142,84.99212886901373
90.82658859666537,286.95270184122876
23.95618906669724,84.97226985442637
14.48948720912231,50.259445687725446
48.9452760277563,155.0091019163567
98.56504541106007,315.47178519106444
24.20552715115004,73.70086756509183
67.21355474058785,214.11163803346395
76.16196153287176,233.46395807427632
23.763754399239968,76.11445116544769
72.82163486118596,236.4526731034298
36.77831327192532,125.58910330565625
63.23058305935795,204.82684553808022
63.35297107608947,210.1137012998117
53.57746840747585,167.94244363875512
9.02897700544083,40.906460729272126
83.5302495589238,254.48808111083684
32.07800649717358,106.47568301640516
18.651851039985424,61.65412257627943
4.077514155476392,20.202502116356357
59.08929431882418,190.21945321084166
67.75643618422824,202.08710172035
1.6587828927856152,32.90022143521145
51.2093058299281,150.56774367478727
22.649577519793795,62.80684643150406
64.51727904094498,212.13294585783564
17.436642900499145,67.2265556411268
69.09377381024659,220.5225196012613
38.67353463005374,129.304058982804
93.67299887367345,287.8965288925512
13.752094414599325,39.28373952893966
34.10663510502585,110.07795089701483
11.347352124058908,34.27043925705561
92.46936182785628,294.1592828177463
87.7339353380981,268.73123219927294
25.79416277151556,76.12751634662156
65.99840460341791,201.7813553937238
81.72222002012158,256.29597460312095
55.52008115994623,167.92299795179892
52.965057835600646,157.6729695511376
24.18522909004517,81.99255938505463
9.310276780589922,37.38049605285699
89.72157579533267,271.0952956322867
90.04180571633304,272.4150340928159
63.31014572732679,199.25093655555673
33.90297910487007,94.22809389963697
34.92095746126609,97.68823464003273
72.59556788702393,217.60226144854744
89.71102599525771,273.99860646865466
88.70864242651173,276.23500293551524
77.98755458576238,255.71622592678267
42.42220092469763,213.79632474048827
90.6354385094736,377.4604509623464
11.119748230615134,178.49339147127284
49.262510429085914,277.91342433117893
1.1353644767419069,125.18668794423789
